Region,Serpo,Segmen
JBRO (Jabo+Sukabumi),Depok Outer,100615-100256
JBRO (Jabo+Sukabumi),Depok Outer,100615-109001 (6)
JBRO (Jabo+Sukabumi),Jakarta Barat,097003-090370
JBRO (Jabo+Sukabumi),Jakarta Pusat,090141-094236
JBRO (Jabo+Sukabumi),Jakarta Selatan,095028-095018
JBRO (Jabo+Sukabumi),Jakarta Selatan,095034-095028
JBRO (Jabo+Sukabumi),Jakarta Selatan,095034-HHGd.PLN
JBRO (Jabo+Sukabumi),Jakarta Selatan,095067-CilandakTownSquare
JBRO (Jabo+Sukabumi),Jakarta Selatan,095067-POITelkomselSimatupang
JBRO (Jabo+Sukabumi),Jakarta Selatan,095302-ApartemenKintamani
JBRO (Jabo+Sukabumi),Jakarta Selatan,099002-099003
JBRO (Jabo+Sukabumi),Jakarta Selatan,099003-094005
JBRO (Jabo+Sukabumi),Jakarta Selatan,099003-094220
JBRO (Jabo+Sukabumi),Jakarta Barat,POIIndosatDaanMogot-HHModernland
JBRO (Jabo+Sukabumi),Jakarta Barat,POIIndosatDaanMogot-WismaBarito
JBRO (Jabo+Sukabumi),Jakarta Pusat,POIIndosatMerdeka-POITelkomGambir
JBRO (Jabo+Sukabumi),Depok Inner,100162-107001
JBRO (Jabo+Sukabumi),Jakarta Timur,WismaIndomobil-MustikaRatu
JBRO (Jabo+Sukabumi),Jakarta Utara,090245-090470
JBRO (Jabo+Sukabumi),Jakarta Utara,090245-091142
JBRO (Jabo+Sukabumi),Jakarta Utara,090278-097001
JBRO (Jabo+Sukabumi),Jakarta Utara,091142-090278
JBRO (Jabo+Sukabumi),Jakarta Utara,091142-090284
JBRO (Jabo+Sukabumi),Jakarta Utara,091142-090342
JBRO (Jabo+Sukabumi),Karawang Timur,100032-100034
JBRO (Jabo+Sukabumi),Sukabumi Barat,100099-101820
KRO (Kalimantan),Banjarmasin 2,MARABAHAN LEG 1-TO HH-PANDAKAN
KRO (Kalimantan),Banjarmasin 2,MARABAHAN LEG 2-TO HH-RUMPIYANG
KRO (Kalimantan),Banjarmasin 2,UNISKA-KAYU_TANGI
KRO (Kalimantan),Ketapang,KETAPANG SEBERANG-JB (KETAPANG-PESAGUAN)
KRO (Kalimantan),Ketapang,KETAPANG SEBERANG-JC XL KETAPANG
KRO (Kalimantan),Ketapang,KUALA_TOLAK_KTP_PL-HH_EXISTING_35_(BB_KETAPANG-N_SANDAI)
KRO (Kalimantan),Ketapang,KUALA_TOLAK_KTP_PL-HH_EXISTING_36_(BB_KETAPANG-N_SANDAI)
KRO (Kalimantan),Ketapang,NSIDUK-HH EXISTING 25 (BB KETAPANG-NSANDAI)
KRO (Kalimantan),Ketapang,NSIDUK-HH EXISTING 26 (BB KETAPANG-NSANDAI)
KRO (Kalimantan),Ketapang,SIMPANG3 SEMBEL KTP MT-HH/JT 01 XL TO PEMBIHINGAN
KRO (Kalimantan),Ketapang,SIMPANG3 SEMBEL KTP MT-HH/JT 02 XL TO KETAPANG
KRO (Kalimantan),Ketapang,SUNGAI_PUTERI_(140206)-HH_EXISTING_43_(BB_KETAPANG-N_SANDAI)
KRO (Kalimantan),Ketapang,SUNGAI_PUTERI_(140206)-HH_EXISTING_44_(BB_KETAPANG-N_SANDAI)
KRO (Kalimantan),Ketapang,SUNGAI_PUTERI-JC_SELEKAN_BB_(KETAPANG-N_SANDAI)
KRO (Kalimantan),Nanga Tayap,AUR_KUNING-NANGA_TAYAP
KRO (Kalimantan),Nanga Tayap,NANGA_TAYAP-JC_XL_TAYAP
KRO (Kalimantan),Nanga Tayap,NANGA_TAYAP-N_SANDAI
KRO (Kalimantan),Ketapang,NSANDAI-KETAPANG
KRO (Kalimantan),Nanga Tayap,PEMBIHINGAN-JC XL TAYAP
KRO (Kalimantan),Nanga Tayap,PEMBIHINGAN-JC XL TUBANG TITI
KRO (Kalimantan),Pahuman,ANJUNGAN_3_(140062)-HH_EXISTING_39/06_(S.PINYUH-GN_LUGI)
KRO (Kalimantan),Bengkayang,KARANGAN-RANGKANG
KRO (Kalimantan),Pahuman,MANDOR-HH_SELEKAN_(S_PINYUH-GN_LUGI)
KRO (Kalimantan),Pahuman,MANDOR-KARANGAN
KRO (Kalimantan),Pahuman,PASAR_ANJUNGAN_PL-ANJUNGAN_3_(140062)
KRO (Kalimantan),Pahuman,PASAR_ANJUNGAN_PL-HH_EXISTING_37/06_(S.PINYUH-GN_LUGI)
KRO (Kalimantan),Pahuman,PENITI_BESAR-SUNGAI_PINYUH
KRO (Kalimantan),Pahuman,PINYUH_2_PL_(140446)-HH01_EXIST_(S.PINYUH-MEMPAWAH)
KRO (Kalimantan),Pahuman,PINYUH_2_PL_(140446)-HH02_EXIST_(S.PINYUH-MEMPAWAH)
KRO (Kalimantan),Pahuman,RUKMA_JAYA_BEK-HH_EXT_20_BB_(KARIMUNTING-MEMPAWAH)
KRO (Kalimantan),Pahuman,SUNGAI_PINYUH_(140002)-HH_EXISTING_45/06_(S.PINYUH-GN_LUGI)
KRO (Kalimantan),Pahuman,SUNGAI_PINYUH_(140002)-SUNGAI_PINYUH
KRO (Kalimantan),Pontianak 1,AIRPORT_PONTIANAK-DRM_RASAU
KRO (Kalimantan),Pontianak 1,AIRPORT_PONTIANAK-TANJUNG_HULU
KRO (Kalimantan),Pontianak 1,KAMPUNG_JAWA_TENGAH-HH_07_(BB_A_YANI-PENEMPAT)
KRO (Kalimantan),Pontianak 1,KAMPUNG_JAWA_TENGAH-HH_08_(BB_A_YANI-PENEMPAT)
KRO (Kalimantan),Pontianak 1,KANTOR GUBERNUR-MSC PONTIANAK
KRO (Kalimantan),Pontianak 1,MSC_PONTIANAK-PENEMPAT
KRO (Kalimantan),Pontianak 2,MSC_PONTIANAK-PERUM_JERUJU
KRO (Kalimantan),Pontianak 2,MSC_PONTIANAK-SKKL_SUNGAI_KAKAP
KRO (Kalimantan),Pontianak 2,MSC_PONTIANAK-TANJUNG_HULU
KRO (Kalimantan),Pontianak 1,SUNGAI_RAYA-AIRPORT_PONTIANAK
KRO (Kalimantan),Pontianak 1,SUNGAI_RAYA-HH14_JAKABARE_(DIVERSITY_ROUTE)
KRO (Kalimantan),Pontianak 2,B2B_A2_ARENA_REMAJA-SLACK
KRO (Kalimantan),Pontianak 2,B2B_B1_BATULAYANG-SLACK
KRO (Kalimantan),Pontianak 2,B2B_B2_AHMAD_YANI-SLACK
KRO (Kalimantan),Pontianak 2,B2B_C2_TANJUNG_HULU-SLACK
KRO (Kalimantan),Pontianak 2,BATULAYANG-PENITI_BESAR
KRO (Kalimantan),Pontianak 2,BATULAYANG-PONTIANAK
KRO (Kalimantan),Pontianak 2,TANJUNG_HULU-BATULAYANG
KRO (Kalimantan),Pontianak 2,TANJUNG_HULU-JAYA_BANJAR_SERASAN_PTK
KRO (Kalimantan),Simpang Tayan,PENEMPAT-SIMPANG_TAYAN
KRO (Kalimantan),Singkawang,NYARUNGKOP-HH20_(CONDONG_PTK-MENDERING)
KRO (Kalimantan),Banjarmasin 1,BANJARBARU_24-SIOLATAMA
KRO (Kalimantan),Banjarmasin 1,BANJARBARU-KERTAKHANYAR
KRO (Kalimantan),Tapin,BANJARBARU-PULAU_PINANG
KRO (Kalimantan),Banjarmasin 1,CEMPAKA_BJM-HH_ARAH_BANJARBARU
KRO (Kalimantan),Banjarmasin 1,CEMPAKA_BJM-HH_ARAH_PELAIHARI
KRO (Kalimantan),Banjarmasin 1,LOKTABAT-JT_ARAH_BANJARBARU
KRO (Kalimantan),Banjarmasin 1,LOKTABAT-JT_ARAH_KERTAKHANYAR
KRO (Kalimantan),Banjarmasin 2,UNISKA-VETERAN
KRO (Kalimantan),Palangkaraya,KUALA_KAPUAS-PILANG
KRO (Kalimantan),Banjarmasin 3,KUALA_KAPUAS-PULANG_PISAU_(OSP_KAPUAS-PILANG)
KRO (Kalimantan),Banjarmasin 3,KUALA_KAPUAS-SIOLATAMA
KRO (Kalimantan),Banjarmasin 3,SEI_TATAS-KUALA_KAPUAS
KRO (Kalimantan),Barabai,BANGKAU-HH (OSP KANDANGAN-NEGARA)
KRO (Kalimantan),Barabai,KUPANG TAPIN-RANTAU LEG2
KRO (Kalimantan),Banjarmasin 2,MARGASARI-RUMPIYANG ( SEGMENT  RUMPIANG- PANDAKAN )
KRO (Kalimantan),Barabai,PANDAKAN-MARGASARI (OSP SEG.RUMPIYANG-PANDAKAN)
KRO (Kalimantan),Batu Licin,BANGKALAN_MELAYU-HH_JC_XL
KRO (Kalimantan),Batu Licin,SEI_DURIAN-JT_XL_BANGKALAN_MELAYU
KRO (Kalimantan),Batu Licin,SEI_DURIAN-JT_XL_BUNGKUKAN
KRO (Kalimantan),Batu Licin,SEI_DURIAN-JT_XL_PETANGIS
KRO (Kalimantan),Batu Licin,SERONGGA-JT_XL_BATULICIN
KRO (Kalimantan),Batu Licin,SERONGGA-JT_XL_CANTUNG
KRO (Kalimantan),Tanjung,ALABIO-DANAU PANGGANG
KRO (Kalimantan),Tanjung,AMUNTAI-ALABIO
KRO (Kalimantan),Barabai,AMUNTAI-BARABAI
KRO (Kalimantan),Tanjung,AMUNTAI-PARINGIN
KRO (Kalimantan),Tanjung,MANARUP HULU-HH (OSP ALABIO-DANAU PANGGANG)
KRO (Kalimantan),Tapin,PULAU_PINANG-KANDANGAN
KRO (Kalimantan),Tapin,SIMPANG_CABI-HH_EXISTING
KRO (Kalimantan),Gunung Purei,MUARA TEWEH-BENANGIN
KRO (Kalimantan),Muara Teweh,MUARA TEWEH-GRINSING
KRO (Kalimantan),Tanjung,N TAMPA-BANUALIMA
KRO (Kalimantan),Muara Teweh,N TAMPA-GRINSING
KRO (Kalimantan),Palangkaraya,BADAK BUKIT TUNGGAL LEG1-PAL 8
KRO (Kalimantan),Palangkaraya,G.OBOS_PALANGKARAYA-JB_KM.10_CILIK_RIWUT_B2B
KRO (Kalimantan),Palangkaraya,G.OBOS_PALANGKARAYA-ROAD_TO_KARENGPANGI_(N_TANGKILING)
KRO (Kalimantan),Palangkaraya,G.OBOS_PALANGKARAYA-UPR_PLK_(B2B)_(G.OBOS_PALANGKARAYA-ROAD_TO_KARENGPANGI)
KRO (Kalimantan),Palangkaraya,G.OBOS_PALANGKARAYA-XL_PALANGKARAYA
KRO (Kalimantan),Palangkaraya,GOHONG-JT/HH
KRO (Kalimantan),Palangkaraya,GOHONG-PANGKUH
KRO (Kalimantan),Pangkalan Bun,N BABUAL-KOTAWARINGIN LAMA
KRO (Kalimantan),Pangkalan Bun,N BABUAL-SUKAMARA
KRO (Kalimantan),Pangkalan Bun,NATAI_RAYA_PBU_MT-BSC_DAHLIA_LEG2
KRO (Kalimantan),Pangkalan Bun,NATAI_RAYA_PBU_MT-ROAD_TO_NANGABULIK_LEG1
KRO (Kalimantan),Pangkalan Bun,PANDU_SANJAYA_PBU_PL-JT.03_LEG2
KRO (Kalimantan),Pangkalan Bun,PANDU_SANJAYA_PBU_PL-JT.04_LEG1
KRO (Kalimantan),Pangkalan Bun,PASIR_PANJANG-BSC_DAHLIA
KRO (Kalimantan),Pangkalan Bun,PASIR_PANJANG-PELABUHAN_KUMAI
KRO (Kalimantan),Sampit,PARENGGEAN-CEMPAGA_ABEL
KRO (Kalimantan),Sampit,PARENGGEAN-KARENGPANGI
KRO (Kalimantan),Balikpapan 1,AYANI-KEBUN SAYUR
KRO (Kalimantan),Balikpapan 1,BUKIT_SION-HH_AYANI
KRO (Kalimantan),Balikpapan 1,GRAHA_INDAH-HH_BUMI_NIRWANA
KRO (Kalimantan),Balikpapan 1,KARIANGAU-GRAHA_INDAH
KRO (Kalimantan),Balikpapan 1,KARIANGAU-SP_GRAHA_INDAH
KRO (Kalimantan),Balikpapan 1,POKA-JL_MARSMA_ISWAHYUDI
KRO (Kalimantan),Balikpapan 1,STARKO-BRI
KRO (Kalimantan),Balikpapan 1,SUMBER REJO-RAMBUTAN
KRO (Kalimantan),Balikpapan 2,HANDIL-BUKIT
KRO (Kalimantan),Bontang,KM.13_SANGATTA-BONTANG_CITY
KRO (Kalimantan),Bengalon,KM.13_SANGATTA-SANGATTA_LAMA
KRO (Kalimantan),Muara Wahau,NEW PERDAU-MATA MANIS
KRO (Kalimantan),Bengalon,NEW PERDAU-SANGATTA
KRO (Kalimantan),Bengalon,SANGATTA-TANJUNG BARA
KRO (Kalimantan),Bontang,BONTANG KUALA-BONTANG CITY
KRO (Kalimantan),Jambuk,GUNUNG BAYAN-JAMBUK
KRO (Kalimantan),Kota Bangun,LEBAK CILONG-HH
KRO (Kalimantan),Kota Bangun,N_KOTA_BANGUN-KOTA_BANGUN
KRO (Kalimantan),Melak,BENANGIN-GUNUNG PUREI
KRO (Kalimantan),Muara Wahau,MATA_MANIS-MUARA_WAHAU
KRO (Kalimantan),Samarinda 1,BUKIT RAYA-JT/HH
KRO (Kalimantan),Samarinda 1,SIMPANG TIGA SMR-BB GN LIPAN
KRO (Kalimantan),Samarinda 1,SIMPANG TIGA SMR-LOAJANAN
KRO (Kalimantan),Samarinda 1,TANI AMAN-BB HARAPAN BARU
KRO (Kalimantan),Samarinda 1,TANI AMAN-LOAJANAN-HH XL
KRO (Kalimantan),Samarinda 2,SANGA_SANGA-HH
KRO (Kalimantan),Sempaja,SIMPANG_BADAK-BENGKURING
KRO (Kalimantan),Sempaja,TANAH_MERAH-HH
KRO (Kalimantan),Petung,LABANGKA-LONGIKIS
KRO (Kalimantan),Petung,PETUNG-LABANGKA
CJRO (Central Java),Klaten,14SKH001 BEKONANG - 14KRA008 Dagen
CJRO (Central Java),Salatiga,112182-112703
CJRO (Central Java),Salatiga,112703-110049
CJRO (Central Java),Semarang 2,110133-110166
CJRO (Central Java),Semarang 2,110144-110169
CJRO (Central Java),Semarang 2,110161-110152
CJRO (Central Java),Semarang 2,110166-110144
CJRO (Central Java),Semarang 2,110169-110163
CJRO (Central Java),Sleman,120005-120013
CJRO (Central Java),Sleman,120014-120013
CJRO (Central Java),Kudus,14JPA006 JEPARACITY_PATH_1 -  HH Access
CJRO (Central Java),Kudus,14JPA006 JEPARACITY_PATH_2 -  HH Access
CJRO (Central Java),Kudus,14JPA009 WELAHAN - 14JPA001 NGABUL (passtrouh KEDUNGMLNGJPA_TB
CJRO (Central Java),Kudus,14JPA009 Welahan - HH Access
CJRO (Central Java),Kudus,14JPA052 TAHUNAN_PL - HH Access
CJRO (Central Java),Magelang,14MKD004 Secang-JT. New Armada MGL
CJRO (Central Java),Pati,14KDS006 Jekulo  - HH Access
CJRO (Central Java),Pati,14KDS032 Gondoarum - HH Access
CJRO (Central Java),Pati,14PAT009 MARGOYOSO_TB - HH Access
CJRO (Central Java),Sleman,120063-120005
CJRO (Central Java),Sokaraja,110258-110262
CJRO (Central Java),Sokaraja,110262-110264
CJRO (Central Java),Sokaraja,110262-118008
CJRO (Central Java),Purwodadi,14GRO013 GEYER_TB - HH Access
CJRO (Central Java),Blora,14GRO014 Ngaringan - HH Access
CJRO (Central Java),Purwodadi,14GRO027 KUWARON - HH Access
CJRO (Central Java),Solo,14BYL020 BANYUDONO -  HH Access
CJRO (Central Java),Salatiga,14STG021 NGEMBELSEKARAN - HH Access
CJRO (Central Java),Sokaraja,110263-110262
CJRO (Central Java),Sokaraja,110264-110263
CJRO (Central Java),Sleman,120001-127001
CJRO (Central Java),Sleman,120013-120044
CJRO (Central Java),Sleman,120013-120046
CJRO (Central Java),Yogyakarta,120021-120023
CJRO (Central Java),Yogyakarta,120022-120025
CJRO (Central Java),Yogyakarta,120023-120022
CJRO (Central Java),Sragen,14KRA001 TAWANGMANGU  - HH Access
CJRO (Central Java),Sragen,14KRA008 Dagen - HH Access
CJRO (Central Java),Sragen,14KRA011 KARANGPANDAN - HH Access
CJRO (Central Java),Yogyakarta,120025-120021
CJRO (Central Java),sleman,120046-120054
CJRO (Central Java),Sleman,120054-120013
CJRO (Central Java),Sleman,127001-120006
CJRO (Central Java),Sragen,14SRA096 DARUL_HIKMAH_SRA - HH Access
CJRO (Central Java),Temanggung,14WNO010 JARAKSARI - HH Access
CJRO (Central Java),Temanggung,14TMG004 PRINGSURAT - HH Access
CJRO (Central Java),Yogyakarta,UNIVERSITAS ISLAM INDONESIA (UII.NET) - HH Access
WJRO (West Java),Bandung 1,100510-101023
WJRO (West Java),Bandung 1,100521-100481
WJRO (West Java),Bandung 2,100559-100582
WJRO (West Java),Bandung 3,100544-100475
WJRO (West Java),Bandung 3,101922-100544
WJRO (West Java),Ciamis,HCPTCiamis-XLCiamis
WJRO (West Java),Ciamis,HCPTPOP-Ciamis
WJRO (West Java),Cianjur,100021-100938
WJRO (West Java),Cirebon 1,100068-100071
WJRO (West Java),Cirebon 1,HCPTCirebon-XLCirebon
WJRO (West Java),Cirebon 1,SPOFCirebon
WJRO (West Java),Garut Utara,100116-100114
WJRO (West Java),Garut Utara,100120-100116
WJRO (West Java),Majalengka,100109-100110
WJRO (West Java),Majalengka,100110-100071
WJRO (West Java),Purwakarta 1,100006-100036
WJRO (West Java),Purwakarta 1,100035-100705
WJRO (West Java),Purwakarta 1,100036-100035
WJRO (West Java),Purwakarta 1,100705-100006
WJRO (West Java),Subang,100041-100043
WJRO (West Java),Subang,100043-100078
WJRO (West Java),Indramayu,HCPTHaurgeulis-XLHaurgeulis
WJRO (West Java),Indramayu,HCPTPOP-Haurgelis
JBRO (Jabo+Sukabumi),Cilegon,280003-280052
JBRO (Jabo+Sukabumi),Cilegon,280011-280042
JBRO (Jabo+Sukabumi),Cilegon,280011-280052
JBRO (Jabo+Sukabumi),Cilegon,280042-280003
JBRO (Jabo+Sukabumi),Tangerang Utara,100399-280002 Link Ring H3I
JBRO (Jabo+Sukabumi),Tangerang Utara,100399-280002 Link Tin
JBRO (Jabo+Sukabumi),Tangerang Utara,100399-280015
JBRO (Jabo+Sukabumi),Tangerang Utara,100399-HHModernLand
JBRO (Jabo+Sukabumi),Serang Timur,280005-280011
JBRO (Jabo+Sukabumi),Tangerang Selatan,100306-100357
JBRO (Jabo+Sukabumi),Tangerang Selatan,100307-100305
JBRO (Jabo+Sukabumi),Tangerang Selatan,100307-100306
JBRO (Jabo+Sukabumi),Tangerang Inner,100309-100334
JBRO (Jabo+Sukabumi),Tangerang Inner,100310-100309
JBRO (Jabo+Sukabumi),Tangerang Inner,100310-100314
JBRO (Jabo+Sukabumi),Tangerang Selatan,100390-100305
JBRO (Jabo+Sukabumi),Tangerang Inner,096112-096118
JBRO (Jabo+Sukabumi),Tangerang Inner,096112-100431
JBRO (Jabo+Sukabumi),Tangerang Inner,096126-096125
JBRO (Jabo+Sukabumi),Tangerang Inner,096126-100280
JBRO (Jabo+Sukabumi),Tangerang Inner,100280-096104
JBRO (Jabo+Sukabumi),Tangerang Inner,100316-096112
JBRO (Jabo+Sukabumi),Tangerang Inner,100316-100391
JBRO (Jabo+Sukabumi),Tangerang Selatan,100396-100399
JBRO (Jabo+Sukabumi),Tangerang Utara,100400-100396
JBRO (Jabo+Sukabumi),Tangerang Utara,100431-100399
JBRO (Jabo+Sukabumi),Bekasi Barat,100208-100276
JBRO (Jabo+Sukabumi),Bekasi Barat,100212-100208
JBRO (Jabo+Sukabumi),Bekasi Barat,100212-100260
JBRO (Jabo+Sukabumi),Bekasi Selatan,100368-100208
JBRO (Jabo+Sukabumi),Cikarang,100029-100421
JBRO (Jabo+Sukabumi),Cikarang,100029-100422
JBRO (Jabo+Sukabumi),Bekasi Selatan,100371-100218
JBRO (Jabo+Sukabumi),Bekasi Selatan,100371-100368
JBRO (Jabo+Sukabumi),Bogor Barat,100251-100437
JBRO (Jabo+Sukabumi),Bogor Barat,100437-100256
JBRO (Jabo+Sukabumi),Bogor Timur,100549-100253
JBRO (Jabo+Sukabumi),Bogor Timur,100549-100437
JBRO (Jabo+Sukabumi),Bogor Timur,100258-100252
JBRO (Jabo+Sukabumi),Cikarang,100421-100424
JBRO (Jabo+Sukabumi),Depok Inner,100161-100162
JBRO (Jabo+Sukabumi),Depok Inner,100161-100164
JBRO (Jabo+Sukabumi),Bogor Timur,100387-100381
JBRO (Jabo+Sukabumi),Depok Inner,107001-100381
JBRO (Jabo+Sukabumi),Jakarta Barat,590214-090370
JBRO (Jabo+Sukabumi),Jakarta Barat,590214-097003
JBRO (Jabo+Sukabumi),Karawang Barat,100034-099002
JBRO (Jabo+Sukabumi),Sukabumi Barat,101822-101820
JBRO (Jabo+Sukabumi),Sukabumi Barat,101822-107013
JBRO (Jabo+Sukabumi),Sukabumi Barat,107013-100099
JBRO (Jabo+Sukabumi),Sukabumi Barat,107013-XlSukabumi 16
JBRO (Jabo+Sukabumi),Sukabumi Barat,107013-XlSukabumi 48
KRO (Kalimantan),Bengkayang,BENGKAYANG-GUNUNG_MENDERING
KRO (Kalimantan),Bengkayang,LEDO-SANGGAU_LEDO
KRO (Kalimantan),Bengkayang,LUMAR-JT06_TO_RANGKANG_(BB_RANGKANG-LEDO)
KRO (Kalimantan),Bengkayang,LUMAR-JT07_TO_LEDO_(BB_RANGKANG-LEDO)
KRO (Kalimantan),Bengkayang,RANGKANG-BENGKAYANG
KRO (Kalimantan),Bengkayang,RANGKANG-LEDO
KRO (Kalimantan),Bengkayang,SAMALANTAN-HH10_(CONDONG_PTK-MENDERING)
KRO (Kalimantan),Bengkayang,SPG_MONTERADO-HH15_(CONDONG_PTK-MENDERING)
KRO (Kalimantan),Bengkayang,TVRI_BUMI_AMAS_BEK-JB_(RANGKANG-BENGKAYANG)
KRO (Kalimantan),Ketapang,TELUK BATANG-N PEMANGKAT SATU
KRO (Kalimantan),Ketapang,TELUK BATANG-N MASBANGUN
KRO (Kalimantan),Nanga Tayap,KUDANGAN-JC_XL_56_KUDANGAN_TO_NANGABULIK
KRO (Kalimantan),Nanga Tayap,KUDANGAN-JC_XL_57_KUDANGAN_TO_NANGA_TAYAP
KRO (Kalimantan),Pahuman,GUNUNG_LUGI-SUNGAI_PINYUH
KRO (Kalimantan),Singkawang,RAYA_KEPULAUAN_BEK-HH_EXT_25_BB_(KARIMUNTING-MEMPAWAH)
KRO (Kalimantan),Pahuman,SEBADU-HH_EXISTING_19/06_(S_PINYUH-GN_LUGI)
KRO (Kalimantan),Pahuman,TERUSAN_HILIR_MPW-HH_EXT_02_BB_(KARIMUNTING-MEMPAWAH)
KRO (Kalimantan),Pontianak 1,KOTA_BARU-HH_JAKABARE_(DIVERSITY_ROUTE)
KRO (Kalimantan),Pontianak 1,KOTA_BARU-ODP_KELUARGA_GG
KRO (Kalimantan),Pontianak 1,RASAU_JAYA-AIRPORT_PTK
KRO (Kalimantan),Pontianak 1,ROAD_TO_RASAU_JAYA-JB_BB_(RASAU_JAYA-AIRPORT_PTK)
KRO (Kalimantan),Pontianak 1,SKKL_SUNGAI_KAKAP-PUNGGUR-MSC_PONTIANAK
KRO (Kalimantan),Sanggau,BODOK-HH_EXISTING_08/04
KRO (Kalimantan),Sanggau,KEMBAYAN-MUARAILAI
KRO (Kalimantan),Sanggau,NGABANG_KOTA-HH_EXISTING_13/05_(BB_GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Sanggau,PARINDU-HH_EXT_14/4_BB_(N_SANGGAU_DUA-SEI_MAWANG)
KRO (Kalimantan),Sanggau,PARINDU-JB_(SOSOK-KEMBAYAN)
KRO (Kalimantan),Pahuman,SANGGAU (GUNUNG MUMBUN)-GUNUNG LUGI
KRO (Kalimantan),Sanggau,SEI_MAWANG-SANGGAU_(GUNUNG_MUMBUN)
KRO (Kalimantan),Sanggau,SEI_MAWANG-SLACK_(BSC_SANGGAU-XL_SEI_MAWANG)
KRO (Kalimantan),Sanggau,SOSOK-HH_EXISTING_20/04
KRO (Kalimantan),Sanggau,SOSOK-KEMBAYAN
KRO (Kalimantan),Sanggau,MUARAILAI-BEDUAI
KRO (Kalimantan),Sintang,MUNGGUK-N_LENGKENAT
KRO (Kalimantan),Sanggau,MUNGGUK-SEI_MAWANG
KRO (Kalimantan),Sanggau,SEKADAU-HH_EXISTING_(SEI.MAWANG-NMUNGGUK)
KRO (Kalimantan),Sanggau,SEMUNTAI-HH_EXISTING_(SEI.MAWANG-NMUNGGUK)
KRO (Kalimantan),Simpang Tayan,N TAYAN (D/H N TEMIANG TABA)-JT EXIST TO SIMPANG 3 TAYAN
KRO (Kalimantan),Simpang Tayan,N TAYAN (D/H N TEMIANG TABA)-JT EXIST TO SOSOK
KRO (Kalimantan),Simpang Tayan,SIMPANG_TAYAN-AUR_KUNING
KRO (Kalimantan),Simpang Tayan,SIMPANG_TAYAN-SOSOK
KRO (Kalimantan),Simpang Tayan,TAYAN-HH 04 (SP TAYAN-AURKUNING)
KRO (Kalimantan),Singkawang,BAGAK_SAHWA_SKW-HH_EXT_18_(CONDONG_PTK-MENDERING)
KRO (Kalimantan),Singkawang,CONDONG_PTK-SEKIP_LAMA_SKW
KRO (Kalimantan),Singkawang,CONDONG-SEDAU
KRO (Kalimantan),Singkawang,CONDONG-SINGKAWANG
KRO (Kalimantan),Singkawang,IBRAHIM_ROBAN_SKW-ROBAN
KRO (Kalimantan),Singkawang,KARIMUNTING-MEMPAWAH
KRO (Kalimantan),Singkawang,SEDAU-KARIMUNTING
KRO (Kalimantan),Singkawang,SEI_RAYA-HH_EXT_21_BB_(KARIMUNTING-MEMPAWAH)
KRO (Kalimantan),Singkawang,SEI_RAYA-HH_EXT_22_BB_(KARIMUNTING-MEMPAWAH)
KRO (Kalimantan),Sintang,BTN_SINTANG-SELEKAN_(T.SINTANG-SINTANG_KOTA)
KRO (Kalimantan),Sintang,LENGKENAT-NANGA_SEPAUK
KRO (Kalimantan),Sintang,LENGKENAT-TERMINAL_SINTANG
KRO (Kalimantan),Sintang,MANIS_RAYA-HH_EXISTING_(NMUNGGUK-NLENGKENAT)
KRO (Kalimantan),Sintang,N_LABANG-SIDOMULYO
KRO (Kalimantan),Sintang,SINTANG_KOTA-TERMINAL_SINTANG
KRO (Kalimantan),Banjarmasin 1,GAMBUT-JT/HH
KRO (Kalimantan),Banjarmasin 2,KERTAKHANYAR-179001_LEG_1
KRO (Kalimantan),Banjarmasin 2,KERTAKHANYAR-MANTUIL
KRO (Kalimantan),Banjarmasin 1,KERTAKHANYAR-SIOLATAMA_(DUAL_ROUTE)
KRO (Kalimantan),Banjarmasin 2,KERTAKHANYAR-SIOLATAMA_(METROLINK)
KRO (Kalimantan),Banjarmasin 1,TAKISUNG-BANJARBARU
KRO (Kalimantan),Banjarmasin 1,TAKISUNG-SIOLATAMA
KRO (Kalimantan),Banjarmasin 2,HANDIL BAKTI-NEW JT
KRO (Kalimantan),Banjarmasin 2,KAYUTANGI-RUMPIYANG
KRO (Kalimantan),Banjarmasin 2,KUIN-KAYUTANGI
KRO (Kalimantan),Banjarmasin 2,MANDASTANA-NEW JT
KRO (Kalimantan),Banjarmasin 2,PEKAPURAN_RAYA-UNISKA
KRO (Kalimantan),Banjarmasin 3,ANJIR PASAR-HH (OSP SIOLATAMA-KUALA KAPUAS)
KRO (Kalimantan),Banjarmasin 3,BELAWANG-ANJIR PASAR
KRO (Kalimantan),Palangkaraya,PULANG_PISAU-JT/HH
KRO (Kalimantan),Barabai,BATU_MANDI-HH
KRO (Kalimantan),Barabai,ILUNG-HH LEG1 (OSP BARABAI-PARINGIN)
KRO (Kalimantan),Barabai,ILUNG-HH LEG2 (OSP BARABAI-PARINGIN)
KRO (Kalimantan),Barabai,MARAMPIAU-HH (OSP PANDAKAN-RUMPIYANG)
KRO (Kalimantan),Barabai,PAGAT-BARABAI
KRO (Kalimantan),Batu Licin,BATULICIN-JT_XL_ROAD_TO_BATULICIN
KRO (Kalimantan),Batu Licin,BATULICIN-JT_XL_SERONGGA
KRO (Kalimantan),Batu Licin,BATULICIN-KARANG_BINTANG
